time_s,north_m,east_m,latitude_deg,longitude_deg,depth_setpoint_m,depth_m,heading_setpoint_deg,heading_deg,speed_setpoint_mps,surge_speed_mps,pitch_setpoint_deg,pitch_deg,roll_deg,distance_to_target_m,rpm,elevator_deg,rudder_deg
0.9500000000000001,0.26203936004939105,-0.0014899166299394157,12.97160235657658,80.22089998624995,10.0,0.0,45.06138331119674,0.12598097554825216,1.5,0.527197874364811,-22.0,-0.1092876133983542,-9.157722791466642e-05,566.3851081517163,1296.2223615792718,-17.48076620092961,20.0
1.0,0.2889949327275681,-0.0017802041120002891,12.97160259899387,80.22089998357103,10.0,0.0,45.063246210802234,0.1478639855759065,1.5,0.5509420638866909,-22.0,-0.12822694412553576,-0.00012248730747136798,566.367096228426,1290.5585100065932,-17.476056628436336,20.0
1.05,0.31712819788769514,-0.0021053344670491194,12.971602852002402,80.2208999805705,10.0,0.0,45.06519737244751,0.17207571016104647,1.5,0.5742876148257223,-22.0,-0.14916317675762303,-0.00016085329387555036,566.3482626308862,1284.9805408632146,-17.46934789613427,20.0
1.1,0.34641934605958635,-0.002466697143695247,12.971603115424026,80.22089997723555,10.0,0.0,45.06723550244123,0.19871737287962293,1.5,0.5972353682482284,-22.0,-0.1721776953771022,-0.00020775294233566202,566.328622579508,1279.488735961343,-17.46058903282956,20.0
1.1500000000000001,0.3768486314729907,-0.0028654974835350695,12.971603389081166,80.2208999735551,10.0,0.0,45.06935929892003,0.2278876269467007,1.5,0.6197863891165496,-22.0,-0.1973486741713307,-0.0002642940100847455,566.308191140084,1274.0833107365797,-17.449731951389907,20.0
1.2000000000000002,0.408396384098493,-0.003302744346056298,12.97160367279692,80.2208999695199,10.0,0.0,45.071567451741686,0.2596825114759938,1.5,0.6419419554298967,-22.0,-0.2247509800010264,-0.0003315994106750119,566.2869832049848,1268.7644171765294,-17.436731551107492,20.0
1.25,0.4410430210631049,-0.003779238952992611,12.97160396639518,80.2208999651225,10.0,0.0,45.07385864242475,0.2941954016730908,1.5,0.6637035477171116,-22.0,-0.25445607247020613,-0.00041079239075594187,566.265013475685,1263.5321466337327,-17.42154581505947,20.0
1.3,0.47476905743981007,-0.004295564916147999,12.971604269700713,80.22089996035743,10.0,0.0,45.07623154413192,0.33151695417645966,1.5,0.685072838907144,-22.0,-0.2865319029027112,-0.0005029822396906836,566.242296446595,1258.386532516838,-17.404135901539526,20.0
1.35,0.5095551164122015,-0.00485207941360939,12.971604582539257,80.22089995522151,10.0,0.0,45.07868482169438,0.3717350487015212,1.5,0.7060516845983106,-22.0,-0.32104281356802744,-0.0006092509928810653,566.2188463901755,1253.3275528554043,-17.38446622877545,20.0
1.4000000000000001,0.5453819388171816,-0.005448905480002565,12.97160490473761,80.22089994971361,10.0,0.0,45.081217131674826,0.41493472707841866,1.5,0.7266421137427251,-22.0,-0.3580494384288864,-0.0007306415201126146,566.1946773433062,1248.3551327351631,-17.362504552252652,20.0
1.4500000000000002,0.582230392070487,-0.006085925377032782,12.971605236123713,80.2208999438347,10.0,0.0,45.08382712246688,0.461198130707592,1.5,0.7468463197577065,-22.0,-0.39760860660870617,-0.000868147304876445,566.1698030948861,1243.4691466019776,-17.338222034047924,20.0
1.5,0.6200814784815405,-0.006762775011000654,12.971605576526711,80.22089993758823,10.0,0.0,45.08651343442883,0.5106044373910013,1.5,0.766666652071512,-22.0,-0.4397732497002477,-0.0010227041243903166,566.1442371746333,1238.6694204340974,-17.311593303651293,20.0
1.55,0.6589163429658126,-0.007478839364307943,12.971605925777038,80.2208999309799,10.0,0.0,45.08927470004988,0.5632297984318672,1.5,0.7861056081064349,-22.0,-0.4845923139589822,-0.0011951837382110136,566.1179928430631,1233.955733783613,-17.28259650982125,20.0
